4,2,0,1
10,9,1,1
3,10,2,1
11,6,3,1
13,12,4,1
12,13,5,1
11,8,6,1
6,2,7,1
13,10,8,1
1,5,9,1
13,10,8,0
0,2,10,1
5,10,11,1
1,10,12,1
4,1,13,1
6,2,14,1
0,5,15,1
1,12,16,1
9,3,17,1
9,4,18,1
5,10,11,0
4,1,13,0
0,12,19,1
6,3,20,1
0,13,21,1
7,8,22,1
0,13,21,0
6,0,23,1
2,11,24,1
0,2,25,1
1,7,26,1
2,9,27,1
3,13,28,1
2,3,29,1
1,11,30,1
7,8,31,1
0,3,32,1
6,10,33,1
6,10,33,0
3,1,34,1
0,4,35,1
0,10,36,1
7,6,37,1
3,0,38,1
9,13,39,1
2,8,40,1
2,7,41,1
4,2,42,1
7,6,37,0
7,9,43,1
9,5,44,1
4,11,45,1
9,13,39,0
2,13,46,1
10,8,47,1
6,5,48,1
13,9,49,1
3,7,50,1
0,1,51,1
2,0,52,1
2,10,53,1
9,0,54,1
11,13,55,1
11,2,56,1
9,11,57,1
0,7,58,1
2,6,59,1
0,1,60,1
0,10,36,0
5,8,61,1
3,2,62,1
0,4,63,1
1,7,26,0
0,7,64,1
8,1,65,1
7,5,66,1
4,9,67,1
2,8,68,1
6,5,69,1
8,2,70,1
13,4,71,1
1,5,9,0
10,11,72,1
10,8,73,1
7,8,22,0
1,13,74,1
11,2,56,0
8,7,75,1
0,7,76,1
9,11,57,0
4,6,77,1
10,8,47,0
12,3,78,1
10,13,79,1
0,5,15,0
5,0,80,1
1,5,81,1
1,12,16,0
9,12,82,1
2,7,83,1
0,6,84,1
4,9,85,1
2,10,86,1
0,2,87,1
3,13,88,1
2,8,68,0
0,7,89,1
2,9,90,1
0,5,91,1
11,3,92,1
0,1,60,0
1,11,30,0
13,9,93,1
9,3,17,0
5,13,94,1
8,1,95,1
11,10,96,1
11,10,97,1
13,7,98,1
8,3,99,1
12,1,100,1
0,7,76,0
8,9,101,1
0,2,87,0
10,11,102,1
4,3,103,1
0,10,104,1
6,8,105,1
6,4,106,1
4,6,107,1
0,10,108,1
11,6,3,0
1,12,109,1
10,12,110,1
1,2,111,1
3,10,112,1
2,8,113,1
9,4,114,1
1,2,115,1
12,1,100,0
7,1,116,1
11,7,117,1
2,7,83,0
0,2,25,0
1,10,118,1
10,13,119,1
2,8,120,1
4,9,85,0
2,3,121,1
11,4,122,1
0,13,123,1
3,2,62,0
7,5,66,0
11,8,6,0
6,13,124,1
7,0,125,1
5,8,126,1
8,6,127,1
3,2,128,1
1,2,111,0
0,1,51,0
9,4,129,1
11,6,130,1
11,10,131,1
13,7,132,1
11,6,133,1
0,5,134,1
11,8,135,1
3,9,136,1
0,5,134,0
4,12,137,1
7,9,43,0
10,8,73,0
8,2,138,1
6,2,139,1
6,5,48,0
13,9,140,1
3,0,38,0
3,10,2,0
2,8,113,0
4,6,77,0
2,0,141,1
10,3,142,1
3,8,143,1
6,3,144,1
0,12,145,1
0,2,10,0
3,1,146,1
2,6,59,0
1,9,147,1
11,8,135,0
11,13,148,1
1,5,81,0
11,6,149,1
13,8,150,1
6,3,20,0
