6,9,0,1
11,2,1,1
10,6,2,1
5,10,3,1
5,10,3,0
0,7,4,1
12,5,5,1
11,1,6,1
12,5,7,1
8,13,8,1
11,13,9,1
8,13,8,0
10,6,2,0
6,2,10,1
11,8,11,1
11,8,11,0
6,9,0,0
0,3,12,1
2,7,13,1
2,7,13,0
11,13,9,0
4,12,14,1
7,3,15,1
11,1,6,0
10,6,16,1
8,4,17,1
12,5,5,0
3,8,18,1
7,3,15,0
6,2,10,0
5,2,19,1
10,6,16,0
4,5,20,1
8,7,21,1
8,7,21,0
7,1,22,1
8,4,17,0
1,2,23,1
1,12,24,1
8,12,25,1
2,0,26,1
7,1,22,0
12,5,7,0
11,2,1,0
11,10,27,1
2,0,26,0
4,13,28,1
4,5,20,0
9,7,29,1
4,12,14,0
8,12,25,0
0,12,30,1
5,2,19,0
1,0,31,1
4,2,32,1
12,2,33,1
12,2,33,0
9,0,34,1
0,12,30,0
1,2,23,0
1,12,35,1
1,12,24,0
5,7,36,1
4,8,37,1
4,8,37,0
2,12,38,1
11,0,39,1
5,7,36,0
11,0,39,0
11,10,40,1
3,12,41,1
0,3,12,0
0,12,42,1
4,13,28,0
10,7,43,1
4,2,32,0
4,9,44,1
1,0,31,0
3,8,18,0
0,7,4,0
2,12,38,0
2,5,45,1
10,7,43,0
11,10,27,0
2,12,46,1
7,3,47,1
9,0,34,0
7,6,48,1
3,12,41,0
11,10,40,0
7,3,47,0
4,0,49,1
5,11,50,1
6,13,51,1
9,7,29,0
3,11,52,1
1,12,35,0
7,5,53,1
7,6,48,0
0,12,42,0
12,8,54,1
12,5,55,1
11,6,56,1
11,4,57,1
6,13,51,0
11,6,56,0
4,9,44,0
11,4,57,0
8,5,58,1
2,5,45,0
4,11,59,1
2,8,60,1
5,11,50,0
7,5,53,0
2,10,61,1
2,8,60,0
1,10,62,1
12,8,54,0
9,4,63,1
4,11,59,0
1,10,62,0
8,3,64,1
4,5,65,1
4,8,66,1
4,0,49,0
9,11,67,1
11,7,68,1
3,11,52,0
2,11,69,1
12,5,55,0
1,3,70,1
11,7,68,0
4,8,66,0
1,4,71,1
8,5,58,0
2,6,72,1
4,7,73,1
2,11,69,0
9,11,67,0
12,0,74,1
0,6,75,1
1,3,70,0
2,10,76,1
4,7,73,0
1,11,77,1
2,10,76,0
