6,0,0,1,3
8,3,1,1,5
10,8,2,1,3
0,4,3,1,8
10,6,4,1,1
1,9,5,1,4
11,4,6,1,5
13,4,7,1,6
0,11,8,1,4
13,1,9,1,8
9,3,10,1,9
7,1,11,1,3
5,11,12,1,10
6,1,13,1,4
2,11,14,1,7
9,0,15,1,9
8,4,16,1,3
10,0,17,1,1
5,6,18,1,1
8,1,19,1,4
10,3,20,1,4
3,9,21,1,10
6,9,22,1,1
5,7,23,1,6
4,5,24,1,2
1,8,25,1,1
12,1,26,1,4
5,9,27,1,2
5,9,27,0,2
7,6,28,1,6
2,13,29,1,8
11,0,30,1,2
3,1,31,1,7
0,8,32,1,2
0,10,33,1,10
10,8,2,0,3
10,5,34,1,10
8,13,35,1,5
2,3,36,1,4
4,13,37,1,1
7,5,38,1,2
8,6,39,1,6
7,6,40,1,8
7,5,38,0,2
4,13,41,1,10
8,5,42,1,7
11,7,43,1,10
13,4,44,1,4
11,0,30,0,2
12,11,45,1,5
1,12,46,1,5
0,2,47,1,7
13,4,44,0,4
0,13,48,1,3
3,4,49,1,2
2,7,50,1,7
4,13,51,1,3
10,5,52,1,6
2,9,53,1,2
1,9,5,0,4
7,0,54,1,10
12,3,55,1,5
1,7,56,1,1
13,7,57,1,6
2,6,58,1,2
2,0,59,1,10
7,1,60,1,8
10,0,17,0,1
1,9,61,1,4
11,5,62,1,1
11,3,63,1,10
5,6,18,0,1
6,1,64,1,8
8,2,65,1,8
1,2,66,1,10
0,8,32,0,2
13,7,57,0,6
11,5,62,0,1
9,4,67,1,5
0,8,68,1,7
12,0,69,1,3
11,8,70,1,4
11,3,71,1,2
9,6,72,1,4
1,6,73,1,1
7,10,74,1,1
0,4,75,1,7
8,10,76,1,9
2,3,36,0,4
1,12,77,1,3
11,4,6,0,5
4,13,51,0,3
4,13,41,0,10
3,4,49,0,2
9,6,72,0,4
3,1,31,0,7
1,3,78,1,8
5,1,79,1,7
1,8,80,1,8
1,13,81,1,9
10,2,82,1,7
2,12,83,1,10
8,10,84,1,4
0,4,75,0,7
3,12,85,1,9
2,10,86,1,2
12,6,87,1,9
11,7,43,0,10
1,0,88,1,2
6,4,89,1,2
0,7,90,1,5
9,0,91,1,6
3,8,92,1,9
9,8,93,1,2
9,0,15,0,9
1,2,66,0,10
13,1,94,1,8
9,11,95,1,10
11,1,96,1,9
5,12,97,1,2
12,1,98,1,5
10,0,99,1,3
13,4,7,0,6
13,6,100,1,5
9,7,101,1,4
13,12,102,1,7
6,0,0,0,3
8,10,103,1,9
8,1,19,0,4
5,13,104,1,8
2,4,105,1,5
5,12,97,0,2
2,13,29,0,8
1,12,46,0,5
0,8,68,0,7
2,4,105,0,5
10,5,52,0,6
8,12,106,1,5
10,2,82,0,7
12,9,107,1,5
6,1,13,0,4
2,6,108,1,9
1,10,109,1,2
10,2,110,1,2
6,1,64,0,8
5,13,111,1,4
11,2,112,1,2
6,3,113,1,5
7,6,114,1,8
11,1,115,1,2
13,7,116,1,4
13,9,117,1,9
7,3,118,1,3
4,5,24,0,2
2,9,53,0,2
12,3,119,1,6
5,13,120,1,2
7,12,121,1,8
4,3,122,1,10
2,6,58,0,2
11,8,123,1,7
1,13,124,1,7
6,8,125,1,1
4,5,126,1,6
8,10,84,0,4
3,6,127,1,9
6,7,128,1,4
8,3,1,0,5
10,1,129,1,10
9,8,130,1,8
0,12,131,1,3
2,5,132,1,4
13,1,133,1,3
4,2,134,1,1
0,7,135,1,2
3,12,85,0,9
5,0,136,1,10
5,3,137,1,6
8,2,138,1,6
13,2,139,1,8
3,9,21,0,10
10,13,140,1,8
6,2,141,1,8
4,10,142,1,6
10,2,143,1,9
10,7,144,1,4
8,11,145,1,10
10,0,99,0,3
6,9,146,1,4
7,1,11,0,3
5,12,147,1,8
2,6,108,0,9
11,8,123,0,7
5,3,137,0,6
13,0,148,1,5
5,2,149,1,4
1,6,73,0,1
2,13,150,1,4
5,11,151,1,4
1,9,152,1,1
1,13,124,0,7
2,1,153,1,1
12,0,69,0,3
8,5,154,1,7
1,13,155,1,7
10,11,156,1,9
7,0,54,0,10
13,2,139,0,8
10,9,157,1,10
2,7,50,0,7
6,3,158,1,3
6,4,159,1,1
5,11,12,0,10
1,6,160,1,5
5,7,23,0,6
13,8,161,1,3
10,9,162,1,4
12,8,163,1,2
5,6,164,1,5
9,11,165,1,10
8,10,76,0,9
13,3,166,1,9
6,10,167,1,9
11,6,168,1,5
5,12,169,1,7
4,2,170,1,5
2,4,171,1,4
5,12,172,1,6
2,10,86,0,2
11,10,173,1,7
0,13,174,1,10
5,13,104,0,8
13,1,9,0,8
11,3,63,0,10
3,12,175,1,2
6,7,128,0,4
1,0,176,1,4
9,4,177,1,10
0,7,178,1,8
10,1,129,0,10
5,6,179,1,6
10,2,180,1,3
1,0,181,1,2
8,2,138,0,6
13,12,182,1,7
3,1,183,1,3
10,13,140,0,8
8,10,184,1,1
2,6,185,1,9
3,1,183,0,3
1,0,176,0,4
5,6,179,0,6
11,7,186,1,5
7,12,121,0,8
0,12,131,0,3
9,11,165,0,10
8,4,16,0,3
7,6,40,0,8
9,4,187,1,2
1,8,80,0,8
7,1,188,1,5
8,11,189,1,8
10,6,4,0,1
13,3,190,1,3
10,13,191,1,8
9,4,177,0,10
5,6,192,1,2
12,13,193,1,10
5,6,164,0,5
13,5,194,1,6
1,6,195,1,2
1,12,77,0,3
9,12,196,1,2
6,1,197,1,1
11,0,198,1,6
8,9,199,1,7
4,5,200,1,6
4,3,122,0,10
13,12,201,1,8
13,9,117,0,9
13,0,202,1,9
13,6,203,1,7
13,0,202,0,9
6,4,204,1,3
5,6,205,1,1
0,13,174,0,10
13,11,206,1,9
11,7,207,1,5
8,13,208,1,5
1,10,209,1,7
2,1,153,0,1
13,0,210,1,8
5,13,211,1,3
12,11,212,1,5
8,5,42,0,7
7,10,213,1,6
1,6,214,1,2
10,2,215,1,2
1,10,209,0,7
9,13,216,1,9
10,13,191,0,8
11,3,71,0,2
7,10,213,0,6
13,7,217,1,7
7,11,218,1,5
7,11,218,0,5
11,0,198,0,6
1,6,160,0,5
13,9,219,1,3
9,0,220,1,9
9,3,221,1,5
4,13,37,0,1
10,13,222,1,3
4,1,223,1,1
10,13,222,0,3
1,0,181,0,2
9,0,224,1,3
4,2,170,0,5
5,6,205,0,1
5,6,225,1,5
3,2,226,1,10
9,1,227,1,10
2,10,228,1,10
11,7,229,1,5
11,7,230,1,3
6,1,231,1,5
13,1,133,0,3
12,13,232,1,2
12,4,233,1,3
2,13,234,1,10
1,0,88,0,2
7,5,235,1,4
1,9,152,0,1
13,11,206,0,9
6,3,113,0,5
13,2,236,1,5
8,1,237,1,1
3,12,175,0,2
2,13,238,1,3
3,7,239,1,7
0,5,240,1,8
9,1,227,0,10
5,6,225,0,5
1,7,56,0,1
5,13,111,0,4
1,9,241,1,5
2,13,150,0,4
1,13,155,0,7
4,1,223,0,1
10,1,242,1,1
1,8,243,1,5
12,11,212,0,5
11,8,244,1,2
6,4,245,1,6
13,1,246,1,7
3,12,247,1,10
10,13,248,1,8
0,5,249,1,9
4,5,126,0,6
7,6,250,1,2
7,3,251,1,7
11,5,252,1,9
4,9,253,1,7
3,10,254,1,7
11,1,115,0,2
12,13,232,0,2
13,10,255,1,6
5,12,147,0,8
6,7,256,1,4
12,7,257,1,10
6,7,256,0,4
5,11,258,1,5
7,3,259,1,6
6,3,260,1,2
7,10,74,0,1
1,6,214,0,2
9,1,261,1,2
11,8,244,0,2
6,7,262,1,4
7,6,263,1,5
6,4,89,0,2
12,0,264,1,5
13,10,255,0,6
0,3,265,1,7
7,1,188,0,5
11,12,266,1,1
8,4,267,1,1
0,4,268,1,1
11,13,269,1,8
0,3,270,1,6
10,0,271,1,3
6,2,141,0,8
0,4,272,1,9
5,8,273,1,8
2,3,274,1,10
8,13,208,0,5
13,6,275,1,4
11,1,276,1,8
9,7,277,1,2
8,10,278,1,5
8,9,279,1,7
11,13,269,0,8
10,2,215,0,2
4,6,280,1,4
7,3,259,0,6
12,10,281,1,3
10,13,248,0,8
9,3,221,0,5
4,10,282,1,3
12,8,283,1,7
8,5,154,0,7
3,4,284,1,9
6,9,146,0,4
4,5,285,1,1
3,8,92,0,9
6,1,231,0,5
7,6,250,0,2
2,3,286,1,9
10,9,162,0,4
4,10,142,0,6
10,2,143,0,9
4,3,287,1,9
1,5,288,1,7
2,3,274,0,10
12,8,289,1,10
12,1,290,1,4
6,11,291,1,4
6,7,262,0,4
4,6,280,0,4
0,2,47,0,7
6,7,292,1,8
13,0,293,1,8
2,12,83,0,10
2,12,294,1,4
4,3,295,1,3
10,9,157,0,10
9,5,296,1,4
10,13,297,1,5
3,12,247,0,10
9,0,91,0,6
5,2,298,1,4
9,0,224,0,3
0,7,90,0,5
2,8,299,1,7
13,7,116,0,4
9,8,93,0,2
12,8,283,0,7
5,1,79,0,7
0,4,272,0,9
3,4,300,1,7
8,0,301,1,6
7,3,302,1,8
5,2,303,1,10
10,12,304,1,3
3,0,305,1,6
3,13,306,1,5
8,12,307,1,7
9,2,308,1,10
1,13,81,0,9
5,7,309,1,1
4,12,310,1,10
12,2,311,1,7
6,1,312,1,6
11,2,112,0,2
13,6,275,0,4
9,3,10,0,9
6,7,292,0,8
10,5,313,1,5
3,4,300,0,7
13,6,203,0,7
13,0,210,0,8
1,13,314,1,8
5,0,315,1,2
12,11,45,0,5
4,1,316,1,7
7,3,118,0,3
7,5,317,1,10
12,1,98,0,5
7,10,318,1,4
4,9,319,1,3
7,11,320,1,6
11,3,321,1,5
0,10,322,1,4
5,6,192,0,2
6,3,260,0,2
10,13,297,0,5
10,3,20,0,4
2,11,323,1,3
5,8,324,1,3
0,5,249,0,9
1,3,325,1,3
9,8,326,1,7
0,11,8,0,4
8,11,327,1,10
6,4,204,0,3
6,4,245,0,6
0,7,178,0,8
2,4,328,1,8
0,2,329,1,9
11,7,229,0,5
8,10,330,1,8
10,5,313,0,5
10,5,331,1,4
2,7,332,1,10
8,10,103,0,9
1,9,333,1,3
9,7,334,1,10
12,6,87,0,9
9,5,296,0,4
1,3,325,0,3
0,5,335,1,1
5,0,136,0,10
1,2,336,1,6
0,5,240,0,8
0,5,335,0,1
6,5,337,1,2
10,5,338,1,4
3,11,339,1,2
9,0,220,0,9
5,11,340,1,5
4,8,341,1,2
5,2,149,0,4
8,6,342,1,6
8,10,330,0,8
8,12,106,0,5
12,10,281,0,3
5,8,343,1,10
11,0,344,1,3
13,1,246,0,7
11,3,345,1,8
7,11,346,1,9
13,1,347,1,7
8,11,189,0,8
5,7,309,0,1
13,1,347,0,7
4,9,319,0,3
8,2,65,0,8
1,6,348,1,6
5,0,349,1,6
6,11,350,1,4
8,1,351,1,1
8,9,279,0,7
11,8,70,0,4
2,4,352,1,5
8,11,145,0,10
8,3,353,1,9
13,5,354,1,9
6,8,125,0,1
12,7,355,1,4
12,11,356,1,1
12,2,311,0,7
3,2,226,0,10
1,5,357,1,4
10,1,358,1,1
2,0,359,1,9
12,8,360,1,5
11,7,361,1,7
11,5,362,1,7
0,13,48,0,3
11,2,363,1,10
8,13,364,1,1
2,6,185,0,9
7,1,60,0,8
11,0,344,0,3
11,2,365,1,7
8,3,366,1,2
13,12,201,0,8
10,9,367,1,1
1,5,368,1,3
1,5,369,1,1
7,9,370,1,9
13,5,354,0,9
5,11,340,0,5
3,11,339,0,2
2,12,371,1,9
4,3,372,1,5
13,7,373,1,9
5,2,298,0,4
5,13,211,0,3
9,2,374,1,2
6,10,375,1,4
1,13,376,1,10
10,13,377,1,4
11,7,186,0,5
12,1,26,0,4
9,10,378,1,6
2,5,379,1,5
9,8,326,0,7
7,1,380,1,9
5,6,381,1,8
3,1,382,1,1
3,6,127,0,9
12,13,383,1,9
0,6,384,1,10
7,1,380,0,9
7,1,385,1,6
12,9,107,0,5
8,3,386,1,1
5,0,387,1,10
7,9,370,0,9
8,5,388,1,3
12,0,389,1,10
2,5,132,0,4
13,5,390,1,7
10,9,367,0,1
13,0,293,0,8
11,3,321,0,5
13,10,391,1,10
2,11,392,1,2
2,5,393,1,1
11,12,394,1,4
10,5,395,1,8
5,10,396,1,9
12,0,264,0,5
7,3,251,0,7
2,0,59,0,10
2,8,397,1,3
3,10,254,0,7
2,5,398,1,10
13,8,161,0,3
11,12,266,0,1
13,3,166,0,9
11,7,361,0,7
3,11,399,1,4
4,5,285,0,1
13,10,400,1,8
10,5,331,0,4
6,7,401,1,7
7,11,320,0,6
0,10,33,0,10
2,3,402,1,2
10,2,403,1,5
4,9,253,0,7
6,9,404,1,4
8,3,366,0,2
1,13,314,0,8
13,3,405,1,2
1,9,241,0,5
12,13,383,0,9
1,4,406,1,7
8,1,407,1,4
13,5,408,1,1
12,8,163,0,2
0,1,409,1,2
1,10,410,1,10
7,1,411,1,3
10,9,412,1,7
0,11,413,1,4
5,6,414,1,9
4,12,415,1,6
13,5,416,1,5
0,3,270,0,6
1,13,417,1,10
8,0,418,1,5
13,5,408,0,1
8,10,278,0,5
1,10,109,0,2
1,5,368,0,3
0,7,135,0,2
3,11,419,1,2
0,9,420,1,8
8,12,421,1,2
12,2,422,1,4
8,1,407,0,4
2,4,171,0,4
5,8,324,0,3
13,12,423,1,5
11,10,173,0,7
5,4,424,1,5
10,2,180,0,3
5,8,343,0,10
8,0,425,1,3
13,6,100,0,5
7,5,426,1,2
13,7,427,1,4
0,3,265,0,7
1,2,428,1,2
2,9,429,1,7
2,3,402,0,2
0,1,430,1,1
10,1,358,0,1
13,9,219,0,3
12,7,355,0,4
10,7,431,1,1
13,7,427,0,4
2,5,432,1,2
3,0,305,0,6
2,4,352,0,5
0,6,384,0,10
0,1,433,1,9
3,2,434,1,8
10,13,377,0,4
2,8,299,0,7
9,8,130,0,8
10,5,395,0,8
9,3,435,1,1
9,5,436,1,1
10,9,412,0,7
3,7,437,1,5
8,13,35,0,5
1,5,369,0,1
1,13,376,0,10
11,7,438,1,8
11,7,438,0,8
4,9,439,1,9
13,5,194,0,6
12,8,289,0,10
4,3,440,1,2
3,7,441,1,4
11,4,442,1,7
10,0,271,0,3
9,6,443,1,3
6,12,444,1,1
2,10,445,1,7
6,9,22,0,1
2,1,446,1,1
11,4,447,1,3
