9,4,0,1
10,2,1,1
7,11,2,1
5,12,3,1
5,12,3,0
4,6,4,1
10,5,5,1
4,10,6,1
3,11,7,1
11,3,8,1
12,13,9,1
11,3,8,0
7,11,2,0
9,10,10,1
4,11,11,1
4,11,11,0
9,4,0,0
13,6,12,1
7,8,13,1
7,8,13,0
12,13,9,0
11,8,14,1
11,9,15,1
4,10,6,0
10,6,16,1
11,8,17,1
10,5,5,0
13,4,18,1
11,9,15,0
9,10,10,0
0,4,19,1
10,6,16,0
0,7,20,1
2,5,21,1
2,5,21,0
5,7,22,1
11,8,17,0
9,6,23,1
11,1,24,1
11,4,25,1
7,10,26,1
5,7,22,0
3,11,7,0
10,2,1,0
13,2,27,1
7,10,26,0
1,7,28,1
0,7,20,0
7,13,29,1
11,8,14,0
11,4,25,0
13,3,30,1
0,4,19,0
4,12,31,1
9,2,32,1
12,9,33,1
12,9,33,0
6,13,34,1
13,3,30,0
9,6,23,0
5,13,35,1
11,1,24,0
10,1,36,1
5,2,37,1
5,2,37,0
9,11,38,1
4,8,39,1
10,1,36,0
4,8,39,0
13,6,40,1
0,11,41,1
13,6,12,0
6,1,42,1
1,7,28,0
9,4,43,1
9,2,32,0
6,2,44,1
4,12,31,0
13,4,18,0
4,6,4,0
9,11,38,0
6,3,45,1
9,4,43,0
13,2,27,0
11,8,46,1
2,3,47,1
6,13,34,0
0,5,48,1
0,11,41,0
13,6,40,0
2,3,47,0
0,2,49,1
4,12,50,1
12,13,51,1
7,13,29,0
12,13,52,1
5,13,35,0
12,8,53,1
0,5,48,0
6,1,42,0
2,12,54,1
7,13,55,1
0,10,56,1
7,0,57,1
12,13,51,0
0,10,56,0
6,2,44,0
7,0,57,0
7,4,58,1
6,3,45,0
6,1,59,1
2,13,60,1
4,12,50,0
12,8,53,0
3,4,61,1
2,13,60,0
0,6,62,1
2,12,54,0
8,11,63,1
6,1,59,0
0,6,62,0
1,7,64,1
0,11,65,1
3,13,66,1
0,2,49,0
5,8,67,1
3,5,68,1
12,13,52,0
0,8,69,1
7,13,55,0
11,7,70,1
3,5,68,0
3,13,66,0
10,4,71,1
7,4,58,0
8,12,72,1
11,4,73,1
0,8,69,0
5,8,67,0
13,4,74,1
11,8,75,1
11,7,70,0
2,1,76,1
11,4,73,0
12,9,77,1
2,1,76,0
13,8,78,1
5,12,79,1
8,11,63,0
11,3,80,1
12,9,77,0
3,4,61,0
10,12,81,1
0,11,65,0
13,2,82,1
5,11,83,1
11,8,46,0
4,0,84,1
7,2,85,1
10,0,86,1
5,9,87,1
8,12,72,0
5,11,83,0
11,8,75,0
10,12,81,0
11,3,88,1
5,9,87,0
5,12,79,0
7,2,85,0
11,3,89,1
2,3,90,1
10,0,86,0
4,0,84,0
1,7,64,0
6,5,91,1
10,4,71,0
13,8,78,0
0,6,92,1
11,3,89,0
3,6,93,1
13,2,82,0
11,3,88,0
11,6,94,1
11,3,80,0
5,6,95,1
6,5,91,0
3,13,96,1
13,4,97,1
9,8,98,1
13,4,74,0
1,10,99,1
4,13,100,1
2,3,90,0
4,13,100,0
4,12,101,1
7,12,102,1
9,8,98,0
13,8,103,1
1,10,99,0
9,10,104,1
5,7,105,1
13,2,106,1
12,11,107,1
5,7,105,0
6,7,108,1
11,8,109,1
12,11,107,0
2,9,110,1
12,7,111,1
12,7,111,0
7,6,112,1
13,8,113,1
3,0,114,1
8,9,115,1
1,6,116,1
3,13,96,0
9,2,117,1
13,8,113,0
5,13,118,1
7,6,112,0
13,2,106,0
10,2,119,1
7,12,102,0
1,6,116,0
3,6,93,0
3,0,114,0
13,8,103,0
8,9,115,0
5,10,120,1
5,6,95,0
9,10,104,0
9,2,117,0
4,1,121,1
8,6,122,1
5,13,118,0
12,1,123,1
2,9,110,0
4,12,101,0
11,6,94,0
8,6,122,0
13,4,97,0
5,7,124,1
12,1,123,0
7,8,125,1
10,2,119,0
7,0,126,1
0,10,127,1
6,7,108,0
13,9,128,1
0,10,127,0
7,8,125,0
6,2,129,1
11,1,130,1
7,0,126,0
1,9,131,1
11,8,109,0
4,1,132,1
11,9,133,1
3,2,134,1
3,2,134,0
0,1,135,1
3,7,136,1
0,1,135,0
5,2,137,1
3,7,136,0
4,1,121,0
11,1,130,0
11,9,133,0
1,9,131,0
0,6,92,0
5,10,120,0
11,2,138,1
13,9,128,0
2,9,139,1
7,3,140,1
4,1,132,0
4,13,141,1
7,3,140,0
6,2,142,1
11,9,143,1
0,5,144,1
0,13,145,1
5,12,146,1
11,9,143,0
2,9,139,0
0,5,144,0
7,13,147,1
3,13,148,1
6,2,129,0
0,13,145,0
8,12,149,1
9,4,150,1
5,2,137,0
9,4,150,0
6,2,142,0
7,2,151,1
5,12,146,0
2,5,152,1
1,3,153,1
3,13,148,0
12,1,154,1
12,1,154,0
7,4,155,1
11,1,156,1
7,13,147,0
6,7,157,1
0,13,158,1
0,13,158,0
8,10,159,1
8,10,159,0
8,12,149,0
11,1,156,0
5,7,124,0
2,11,160,1
1,3,153,0
12,4,161,1
3,9,162,1
7,4,155,0
5,0,163,1
12,8,164,1
7,13,165,1
12,8,164,0
12,4,161,0
9,7,166,1
7,13,165,0
6,2,167,1
4,13,168,1
3,9,162,0
0,1,169,1
6,2,167,0
13,8,170,1
7,8,171,1
11,2,138,0
6,7,157,0
1,8,172,1
4,13,141,0
2,12,173,1
1,3,174,1
