6,4,0,1
2,1,1,1
4,10,2,1
1,5,3,1
1,5,3,0
5,1,4,1
2,3,5,1
13,6,6,1
7,0,7,1
0,9,8,1
11,6,9,1
0,9,8,0
4,10,2,0
7,5,10,1
7,6,11,1
7,6,11,0
6,4,0,0
10,2,12,1
10,8,13,1
10,8,13,0
11,6,9,0
12,0,14,1
6,9,15,1
13,6,6,0
12,7,16,1
1,9,17,1
2,3,5,0
0,13,18,1
6,9,15,0
7,5,10,0
4,13,19,1
12,7,16,0
0,13,20,1
2,12,21,1
2,12,21,0
3,2,22,1
1,9,17,0
3,2,23,1
8,5,24,1
4,2,25,1
7,5,26,1
3,2,22,0
7,0,7,0
2,1,1,0
6,13,27,1
7,5,26,0
7,1,28,1
0,13,20,0
7,4,29,1
12,0,14,0
4,2,25,0
13,5,30,1
4,13,19,0
1,11,31,1
3,6,32,1
3,1,33,1
3,1,33,0
3,8,34,1
13,5,30,0
3,2,23,0
3,10,35,1
8,5,24,0
7,6,36,1
2,9,37,1
2,9,37,0
7,12,38,1
13,6,39,1
7,6,36,0
13,6,39,0
8,10,40,1
4,9,41,1
10,2,12,0
2,0,42,1
7,1,28,0
7,10,43,1
3,6,32,0
1,6,44,1
1,11,31,0
0,13,18,0
5,1,4,0
7,12,38,0
1,10,45,1
7,10,43,0
6,13,27,0
0,10,46,1
0,13,47,1
3,8,34,0
3,1,48,1
4,9,41,0
8,10,40,0
0,13,47,0
4,3,49,1
11,5,50,1
9,5,51,1
7,4,29,0
13,11,52,1
3,10,35,0
0,2,53,1
3,1,48,0
2,0,42,0
1,5,54,1
8,11,55,1
11,10,56,1
5,12,57,1
9,5,51,0
11,10,56,0
1,6,44,0
5,12,57,0
12,3,58,1
1,10,45,0
6,7,59,1
0,1,60,1
11,5,50,0
0,2,53,0
5,4,61,1
0,1,60,0
0,4,62,1
1,5,54,0
6,8,63,1
6,7,59,0
0,4,62,0
10,8,64,1
3,5,65,1
8,0,66,1
4,3,49,0
12,7,67,1
5,8,68,1
13,11,52,0
12,10,69,1
8,11,55,0
13,7,70,1
5,8,68,0
8,0,66,0
7,13,71,1
12,3,58,0
13,0,72,1
7,0,73,1
12,10,69,0
12,7,67,0
8,2,74,1
0,1,75,1
13,7,70,0
13,5,76,1
7,0,73,0
10,1,77,1
13,5,76,0
0,11,78,1
10,9,79,1
6,8,63,0
12,8,80,1
10,1,77,0
5,4,61,0
9,11,81,1
3,5,65,0
7,3,82,1
12,2,83,1
0,10,46,0
5,9,84,1
5,13,85,1
12,8,86,1
2,0,87,1
13,0,72,0
12,2,83,0
0,1,75,0
9,11,81,0
9,4,88,1
2,0,87,0
10,9,79,0
5,13,85,0
1,12,89,1
5,10,90,1
12,8,86,0
5,9,84,0
10,8,64,0
1,2,91,1
7,13,71,0
0,11,78,0
